review_text,review_date,review_id,product_name,product_category,product_variant,product_price,product_url,product_id,rating,sold_count,shop_id,sentiment_label
"barang sesuai pesanan, packing aman, pengiriman lumayan cepat",8/29/2025,1651629659,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
barang sesuai deskripsi. packaging rapi dan aman. order kesekian kali disini dan selalu puas. jadi bs repeat order. mantab,6/25/2025,1538998787,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
Aroma: Lavender Paket telah diterima dengan baik produk sesuai dengan deskripsi harga produk terjangkau semoga produk efektif membasmi yamuk. Terima kasih,8/28/2025,1650573190,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,Default,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"packing rapi, barang bagus mulus, penjual respon cepat",9/30/2025,1699753251,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"Kali ini dpt hrg lbh mahal dr biasanya, pas sdh byr, coba beli lg malah dpt hrg sama dgn bln lalu, pdhal beli sekaligus byk bukan krn ngarep dpt hadiah byk, tp mmg butuh sebln 4 or 5 kaleng, byk nyamuk coi",9/24/2025,1692146139,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,4,250,2225915,positive
barang diterima dengan baik Dan pengiriman nya cepat,9/17/2025,1682002837,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"Selalu puas dgn pelayanan disini, cepat prosesnya dan cepat pula sampenya, sdh pasti jd langganan , jangan ragu belanja disini",10/14/2025,1720652537,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"pesanannya yang dikirim sesuai, proses dan pengirimannya cepat dan packingannya rapi.",6/30/2025,1547039706,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
barang sesuai pesanan dan dapat bundling minyak goreng,10/18/2025,1726008004,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"Selalu puas dgn pelayanan disini, cepat prosesnya dan cepat pula sampenya, sdh pasti jd langganan",8/28/2025,1650746233,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
Barang telah diterima. Barang sesuai deskripsi. Pengiriman cepat.,10/22/2025,1731355810,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
udah lama nyamuk ga berani datang tp kenapa belakangan ini berani dtg sdgkan penangkal pasukan nyamuk saya tinggal dikit....,7/29/2025,1598311497,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
barang sampai sesuai pesanan dan jumlah yang sesuai,6/21/2025,1533440020,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
Mantap sesuai pesanan dan sudah hampir tiap bulan belanja di toko ini sangat memuaskan dikemas rapi dengan bubble yang banyak pokoknya sangat recomended datang dengan packing rapi dan dikemas sangat rapi dan tahan benturan.pesanan dikemas rapi dan sesuai schedule sangat memuaskan dan recomended sekali top..,7/28/2025,1597116041,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
Mantap sesuai pesanan dan sudah hampir tiap bulan belanja di toko ini sangat memuaskan dikemas rapi dengan bubble yang banyak pokoknya sangat recomended datang dengan packing rapi dan dikemas sangat rapi dan tahan benturan.pesanan dikemas rapi dan sesuai schedule sangat memuaskan dan recomended sekali top. banget datang on time….. perlu dikasih rating 5 bintang 5 karena fast response joss����,8/24/2025,1645011121,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"Seller sangat informatif, respon cepat. Pengiriman cepat, packing bagus. Produk baik sesuai pesanan.",10/25/2025,1734977859,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
Mantap sesuai pesanan dan sudah hampir tiap bulan belanja di toko ini sangat memuaskan dikemas rapi dengan bubble yang banyak pokoknya sangat recomended datang dengan packing rapi dan dikemas sangat rapi dan tahan benturan.pesanan dikemas rapi dan sesuai schedule sangat memuaskan dan recomended sekali top. banget datang on time….. perlu dikasih rating 5 bintang 5 karena fast response joss���� rekomended di toko ini cepat sampai ditujuan dan packing keren semua rapat rapi tahqn goncangan,10/25/2025,1735463140,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"Respon seller cepat. Pengiriman cepat dan aman. Produk baik, thanks bonusnya.",9/26/2025,1694189910,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
bagus sampai dengan cepat terimakasih bonus nya,7/24/2025,1588756583,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
Terima kasih ada bonus minyak goreng.,10/2/2025,1702937794,Baygon Aerosol Silky Lavender 750ml  x2 Free Minyak Goreng 200ml,Kesehatan,,102128,https://www.tokopedia.com/scjohnson/baygon-aerosol-silky-lavender-750ml-x2-free-minyak-goreng-200ml-1730791414784952037?extParam=ivf%3Dtrue,16064477748,5,250,2225915,positive
"br beli disini moga jd langganan seller baik, terimakasih semua nya",5/9/2024,1037643206,CITICOLINE HEXPHARM STRIP 10 KAPLET,Kesehatan,,43035,https://www.tokopedia.com/apotekhar/citicoline-hexpharm-strip-10-kaplet?extParam=ivf%3Dfalse,6701415659,5,250,13539267,positive
"ok, semoga bermnfaat. dikrmkan segara. kurir sicepat nya cpt jg. thx u",7/5/2025,1557374768,CITICOLINE HEXPHARM STRIP 10 KAPLET,Kesehatan,,43035,https://www.tokopedia.com/apotekhar/citicoline-hexpharm-strip-10-kaplet?extParam=ivf%3Dfalse,6701415659,5,250,13539267,positive
ok pisan. pokokna mah hade lah,3/13/2024,1013732385,CITICOLINE HEXPHARM STRIP 10 KAPLET,Kesehatan,,43035,https://www.tokopedia.com/apotekhar/citicoline-hexpharm-strip-10-kaplet?extParam=ivf%3Dfalse,6701415659,5,250,13539267,positive
dah langganan.,4/24/2024,1031709555,CITICOLINE HEXPHARM STRIP 10 KAPLET,Kesehatan,,43035,https://www.tokopedia.com/apotekhar/citicoline-hexpharm-strip-10-kaplet?extParam=ivf%3Dfalse,6701415659,5,250,13539267,positive
sdh diterima terima kasih,8/17/2024,1080515643,CITICOLINE HEXPHARM STRIP 10 KAPLET,Kesehatan,,43035,https://www.tokopedia.com/apotekhar/citicoline-hexpharm-strip-10-kaplet?extParam=ivf%3Dfalse,6701415659,4,250,13539267,positive
Barang dipack dng baik. Produk ini ok bgt utk membersihkan buah dan sayur,6/7/2024,1049967279,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,2PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
Pengirimannya cepat dan barang dipack dng baik. Akan reorder �,5/8/2024,1037082745,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,2PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
Aroma: Tidak menyengat atau terlalu wangi.. Bahan: Aman Kebersihan: Bersih dari pepstisida,10/7/2025,1709687323,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,1PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
kondisi barang bgs..blm dicoba semoga sesuai deskripsi,4/28/2024,1033061810,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,2PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
recommended seller &amp; thank you utk gift nya ���,5/6/2023,885735345,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,COMBO(100+300),99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
bagus. sesuai deskripsi.,5/19/2023,891610582,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,1PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
Produk bagus dan berkwalitas,9/21/2023,942102806,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,1PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
Aroma: Enak,10/7/2025,1709442961,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,1PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
oke banget,1/8/2024,986483330,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,1PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
Scent: Good,11/22/2025,1778120597,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
sesuai order,8/24/2025,1643758333,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,1PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
����,8/1/2023,922100879,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,2PCS 300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,5,250,8701274,positive
Belum dicoba,11/7/2025,1754295459,BerryC Veggie & Fruit Salad Cleaner 300ML - Vegetable Wash Sabun Cairan Pencuci Pembersih Buah Sayur,Kesehatan,300ML,99900,https://www.tokopedia.com/berrycofficial/berryc-veggie-fruit-salad-cleaner-300ml-vegetable-wash-sabun-cairan-pencuci-pembersih-buah-sayur-1732996863788483761?extParam=ivf%3Dtrue%26whid%3D18733660,1.02485E+11,4,250,8701274,positive
sesuai deskripsi responsif seller harga murah kualitas mantap,10/7/2022,768777336,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,5,250,13581551,positive
"Dapat harga 100 rupiah dikejar diskon , kemasan rapih dan aman.",10/17/2022,774775335,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,5,250,13581551,positive
"kualitas masker sngt bgs, pengiriman jg cpt, terimakasih �",2/3/2023,839648494,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,5,250,13581551,positive
"kainnya tebal, bahan bagus, packaging oke kualitasnya mantap ini masker",4/14/2022,647247523,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,5,250,13581551,positive
mantappp,3/26/2024,1019340001,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,5,250,13581551,positive
nyaman....,11/8/2022,788684053,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,5,250,13581551,positive
Pengiriman cepat,9/27/2023,944363649,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,5,250,13581551,positive
mahal,3/19/2023,863282275,Masker Flat 3 Ply Medis Antivirus - Absolute ( 5 pcs / sachet ),Kesehatan,,9000,https://www.tokopedia.com/ekamedistangerang/masker-flat-3-ply-medis-antivirus-absolute-5-pcs-sachet?extParam=ivf%3Dtrue,3476345413,3,250,13581551,neutral
"Barang ok sesuai , Respon ok , Packing ok dan Pengiriman ok. Kalau bisa harganya didiskon lagi karena terlalu mahal. Recomended seller",5/9/2024,1037502337,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,4,250,8566035,positive
"anakku kena luka bakar bagian muka dan tangan, pakai salep ini keren bgt. diwajah sudah mulai pudar kembali seperti semula. ditangan masih proses . aku udh pakai 2 salep. dan aku co lagi 2. karena ditangannya masih belum pudar.",7/4/2024,1061238045,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"Packingnya oke, pakai bubble wrap dan kotak, padahal barangnya kecil saja. Semoga bisa ngilangin bekas2 luka di kaki si kecil. Tapi sayang bgt exp date nya dekat, 4 bulan lagi, seharusnya sih di diskon lebih banyak ya ����",1/6/2025,1499712009,Combiphar Mederma For Kids (20gr),Kesehatan,Default,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"Kualitas barang bagus, pengepakan cepat, hasil olesan sepertinya bagus",7/2/2024,1060064363,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"pengiriman cepat, produk sesuai dan original",8/3/2025,1608094150,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"Alhamdulillah akhirnya nemuin produk yang cucok bgt buat aku. yaa secara umurku udh mau kepala 3 tp cocok dan ngaruh sma obat ini, ksrna tinggiku naik 5cm �. Yang tambah seneng lgi ini aman dikonsumsi dan rasanya juga enak gak bikin enek, segitu senengnya aku �",8/15/2024,1499712004,Combiphar Mederma For Kids (20gr),Kesehatan,Default,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"wangi, tidak perih, terlihat perbedaan setelah memakai lebih dr 1 minggu",6/26/2024,1057717295,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"Respon cepat, pengiriman cukup cepat, expiry sedikit lebih lama dari yg dijanjikan. Semoga cocok untuk anak..",9/8/2025,1667216179,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"Lumayan cepat sampainya, buat anak2 yg sering jatuh biar bekas lukanya samar",6/8/2024,1050031077,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"Sesuai pesanana, expire-nya masih tahun depan.. semoga majur",7/5/2024,1061447958,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
paket dtng sesuai pesanan smga cocok n beneran hilng bekas luka/koreng nya,5/7/2024,1499712008,Combiphar Mederma For Kids (20gr),Kesehatan,Default,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"wangi bluberry, baru dicoba 1 minggu..belum terlihat hasilnya..mudah2an bisa samar bekas lukanya",8/12/2024,1078099666,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
pengiriman lumayan lama Sampek 1 Minggu lebih karna sama expedisi di pindah ² ke exp lain ... tapi salep nya beneran bagus,10/18/2024,1107459559,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
Sangat bagus dan cepat pengirimannya,5/15/2024,1499712002,Combiphar Mederma For Kids (20gr),Kesehatan,Default,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"kualitas bagus ini, cepat nyerepnya",5/16/2024,1040275336,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"MasyaAllah , bekas luka jahit dipipi perlahan memudar baru habis 2 tube . semogaa bisa pudar 100%",7/4/2024,1061354570,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
"packing bagus pakai buble wrap, barang sampai kondisi baik",6/7/2024,1049811724,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
packagingnya ga rapi. pas terima packagenya udh kebuka buka,4/30/2023,882708292,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,4,250,8566035,positive
Moga bekas di anak saya bisa hilang. Trm ksh.,4/21/2024,1030424664,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
smeoga berhasil menghilangkan bekas luka anak,5/29/2024,1045690780,Combiphar Mederma For Kids (20gr),Kesehatan,,272838,https://www.tokopedia.com/combiphar/mederma-for-kids-20gr?extParam=ivf%3Dtrue%26whid%3D8733408,6834030514,5,250,8566035,positive
Penngiriman cepat dan packaging baik. Rasa coklat enak!,7/31/2024,1072636976,PURO VEGA-PRO Vegan Pea Protein Isolate vegapro 600gr,Kesehatan,Chocolate,274900,https://www.tokopedia.com/puronutrition/puro-vega-pro-vegan-pea-protein-isolate-vegapro-600gr-chocolate-2e2fe?extParam=ivf%3Dfalse,12005664416,5,250,8674029,positive
"yg cokelat sih enak, tapi memang masih kerasa teksturnya. kalo yg plain mungkin memang bukan buat diminum gitu aja kali ya �",10/10/2024,1103893200,PURO VEGA-PRO Vegan Pea Protein Isolate vegapro 600gr,Kesehatan,Mix Plain Choco,274900,https://www.tokopedia.com/puronutrition/puro-vega-pro-vegan-pea-protein-isolate-vegapro-600gr-chocolate-2e2fe?extParam=ivf%3Dfalse,12005664416,5,250,8674029,positive
"Pengiriman tepat waktu, packing baik, produk sesuai",10/8/2024,1102757502,PURO VEGA-PRO Vegan Pea Protein Isolate vegapro 600gr,Kesehatan,Plain,274900,https://www.tokopedia.com/puronutrition/puro-vega-pro-vegan-pea-protein-isolate-vegapro-600gr-chocolate-2e2fe?extParam=ivf%3Dfalse,12005664416,5,250,8674029,positive
"delivery bagus, kualitas mantap. maaf fotonya WPI clear, karena isinya dipindah ke sini wkwk",12/14/2024,1130411259,PURO VEGA-PRO Vegan Pea Protein Isolate vegapro 600gr,Kesehatan,Chocolate,274900,https://www.tokopedia.com/puronutrition/puro-vega-pro-vegan-pea-protein-isolate-vegapro-600gr-chocolate-2e2fe?extParam=ivf%3Dfalse,12005664416,5,250,8674029,positive
"terbaik, kmrn pihak ekpedisi salah input , pihak toko berkenan membantu follow up hingga barang sampai dengan baik. foto adl puro vega pro dicampur americano. enaksss bangets.",10/21/2024,1108550247,PURO VEGA-PRO Vegan Pea Protein Isolate vegapro 600gr,Kesehatan,Chocolate,274900,https://www.tokopedia.com/puronutrition/puro-vega-pro-vegan-pea-protein-isolate-vegapro-600gr-chocolate-2e2fe?extParam=ivf%3Dfalse,12005664416,5,250,8674029,positive
"respon cepat , kwalitas barang bagus, packing rapi",10/20/2024,1108332773,PURO VEGA-PRO Vegan Pea Protein Isolate vegapro 600gr,Kesehatan,Mix Plain Choco,274900,https://www.tokopedia.com/puronutrition/puro-vega-pro-vegan-pea-protein-isolate-vegapro-600gr-chocolate-2e2fe?extParam=ivf%3Dfalse,12005664416,5,250,8674029,positive
